idx,projection,refused
0,10.705360412597656,1
1,11.410459518432617,0
2,8.336183547973633,1
3,10.318696975708008,1
4,11.10600471496582,1
5,10.944210052490234,1
6,11.188638687133789,1
7,10.513083457946777,1
8,10.09408187866211,0
9,10.114855766296387,1
10,9.934585571289062,1
11,6.463067054748535,1
12,11.874944686889648,1
13,10.340163230895996,1
14,11.998416900634766,0
15,10.30551528930664,1
16,11.118558883666992,0
17,11.291054725646973,1
18,11.970039367675781,0
19,8.97577953338623,1
20,10.694650650024414,0
21,9.088788986206055,1
22,12.126008987426758,0
23,11.108915328979492,1
24,9.234236717224121,1
25,11.677316665649414,1
26,0.06440597772598267,0
27,10.49524974822998,1
28,10.18320369720459,0
29,11.297086715698242,1
30,11.33934497833252,1
31,5.624912261962891,1
32,11.773300170898438,1
33,12.586318969726562,1
34,11.144720077514648,1
35,12.374897003173828,0
36,9.989800453186035,1
37,10.71751594543457,1
38,11.370487213134766,1
39,6.696775913238525,1
40,6.318024635314941,0
41,10.965914726257324,1
42,11.31380558013916,1
43,8.185739517211914,1
44,9.932868003845215,0
45,9.715450286865234,1
46,10.576563835144043,1
47,10.845373153686523,1
48,10.274277687072754,1
49,11.201651573181152,1
50,6.041908264160156,1
51,11.991941452026367,0
52,9.24803638458252,1
53,10.570032119750977,1
54,11.261034965515137,1
55,9.081223487854004,1
56,11.185382843017578,0
57,8.178627014160156,0
58,5.9352641105651855,1
59,12.534127235412598,0
60,11.11115550994873,0
61,12.37019157409668,1
62,8.668203353881836,1
63,11.71664047241211,0
64,11.766975402832031,1
65,8.722535133361816,1
66,10.74715805053711,0
67,8.83119010925293,1
68,10.438655853271484,1
69,10.824005126953125,1
70,11.9735107421875,1
71,11.65628719329834,1
72,8.614339828491211,1
73,11.998912811279297,0
74,12.760457992553711,1
75,8.861639022827148,0
76,10.238136291503906,1
77,10.928964614868164,0
78,10.077162742614746,1
79,9.50084400177002,1
80,9.94357681274414,1
81,11.462333679199219,1
82,11.180378913879395,1
83,10.848913192749023,1
84,11.476229667663574,1
85,10.413534164428711,1
86,11.47413444519043,1
87,10.245697975158691,1
88,10.450267791748047,1
89,10.728371620178223,1
90,10.95269775390625,1
91,8.766014099121094,0
92,10.764745712280273,1
93,10.384446144104004,1
94,7.0849151611328125,1
95,10.81907844543457,1
96,9.06406021118164,1
97,6.23785400390625,1
98,11.35304069519043,0
99,11.378189086914062,0
100,10.682867050170898,1
101,9.684968948364258,1
102,11.531981468200684,1
103,11.494577407836914,1
104,10.784933090209961,0
105,10.181676864624023,1
106,10.407724380493164,0
107,10.748758316040039,0
108,11.298155784606934,1
109,10.800626754760742,1
110,8.720647811889648,0
111,11.777339935302734,1
112,11.18857192993164,1
113,9.694168090820312,1
114,11.289216995239258,0
115,12.26507568359375,1
116,11.673492431640625,1
117,11.571065902709961,1
118,11.096841812133789,0
119,11.886869430541992,1
120,9.775943756103516,0
121,5.40627384185791,1
122,11.770917892456055,0
123,-6.078353404998779,0
124,10.691503524780273,1
125,3.131723403930664,0
126,11.081751823425293,1
127,11.432511329650879,1
128,9.36668586730957,0
129,10.810894012451172,0
130,10.675469398498535,0
131,11.12688159942627,0
132,9.71265983581543,1
133,11.424179077148438,1
134,4.480369567871094,0
135,9.338886260986328,1
136,6.895140171051025,1
137,11.500242233276367,1
138,7.741067886352539,1
139,8.995521545410156,1
140,11.116236686706543,1
141,10.726690292358398,1
142,10.187965393066406,1
143,11.051645278930664,0
144,10.493796348571777,1
145,11.134449005126953,0
146,9.895225524902344,1
147,10.072212219238281,0
148,10.584901809692383,0
149,9.90272331237793,1
150,10.308116912841797,0
151,10.502538681030273,1
152,11.219491958618164,1
153,10.930453300476074,1
154,11.39964485168457,1
155,11.74330997467041,0
156,8.329000473022461,1
157,11.049283027648926,1
158,10.2529935836792,1
159,10.707216262817383,0
160,10.852619171142578,0
161,6.0266313552856445,1
162,10.733495712280273,1
163,10.998754501342773,1
164,11.040923118591309,1
165,10.643021583557129,1
166,6.7057719230651855,0
167,11.134275436401367,1
168,10.259634971618652,0
169,9.798371315002441,1
170,10.511714935302734,1
171,11.898458480834961,1
172,10.914802551269531,0
173,11.068853378295898,1
174,10.08978271484375,0
175,12.124980926513672,1
176,8.277790069580078,1
177,9.319892883300781,0
178,9.850997924804688,1
179,10.306620597839355,0
180,10.222885131835938,0
181,11.14480209350586,1
182,12.206686973571777,1
183,11.129806518554688,1
184,11.5214204788208,1
185,-8.097211837768555,0
186,11.482593536376953,0
187,11.187305450439453,1
188,8.953571319580078,1
189,11.22372055053711,1
190,10.260018348693848,1
191,0.06170922517776489,0
192,3.1839046478271484,0
193,6.7986626625061035,1
194,10.066850662231445,0
195,10.129247665405273,1
196,11.501791954040527,1
197,11.477496147155762,0
198,6.459113597869873,0
199,6.444564342498779,1
