idx,projection,refused
0,44.240631103515625,1
1,44.75030517578125,1
2,33.806907653808594,1
3,41.79551696777344,1
4,41.003875732421875,1
5,41.351802825927734,1
6,42.7781982421875,1
7,43.360694885253906,1
8,47.02841567993164,1
9,34.317596435546875,1
10,42.27213668823242,1
11,38.518917083740234,1
12,42.19941711425781,1
13,40.06726837158203,1
14,44.1062126159668,1
15,37.57646942138672,1
16,43.04267501831055,1
17,45.98169708251953,1
18,40.36357116699219,1
19,40.87284469604492,1
20,42.28178405761719,1
21,38.39506530761719,1
22,43.27739334106445,1
23,38.29161071777344,1
24,40.231117248535156,1
25,35.460716247558594,1
26,32.755706787109375,1
27,37.10334777832031,1
28,46.51780700683594,1
29,41.26625061035156,1
30,41.971275329589844,1
31,35.1357421875,1
32,41.339988708496094,1
33,40.793251037597656,1
34,42.99101257324219,1
35,41.42670440673828,1
36,42.29539489746094,1
37,40.64759826660156,1
38,45.718658447265625,1
39,35.477935791015625,1
40,40.9146842956543,1
41,43.18184280395508,1
42,41.68897247314453,1
43,41.24579620361328,1
44,39.695831298828125,1
45,37.043556213378906,1
46,45.03315734863281,1
47,44.67775344848633,1
48,42.4559326171875,1
49,39.703147888183594,1
50,40.24534606933594,1
51,41.991546630859375,1
52,40.18494415283203,1
53,42.79729461669922,1
54,47.645355224609375,1
55,41.3587532043457,1
56,45.09596252441406,1
57,39.98225784301758,1
58,33.781707763671875,1
59,39.901466369628906,1
60,43.99407196044922,1
61,43.51646423339844,1
62,35.983524322509766,1
63,44.367332458496094,1
64,44.551361083984375,1
65,38.82577133178711,1
66,41.98432922363281,1
67,43.30915069580078,1
68,42.49260711669922,1
69,45.9674186706543,1
70,43.48993682861328,1
71,43.69823455810547,1
72,30.01887321472168,1
73,40.90057373046875,1
74,41.537261962890625,1
75,35.921321868896484,1
76,42.42498016357422,1
77,43.54541015625,1
78,41.73998260498047,1
79,38.717472076416016,1
80,42.31389617919922,1
81,42.12046432495117,1
82,44.67079162597656,1
83,43.83660125732422,1
84,41.47789764404297,1
85,43.002628326416016,1
86,41.989341735839844,1
87,44.7308349609375,1
88,44.32447814941406,1
89,45.44688415527344,1
90,39.19889831542969,1
91,39.54570007324219,1
92,39.95772933959961,1
93,40.62781524658203,1
94,38.70215606689453,1
95,42.65488815307617,1
96,38.05522537231445,1
97,30.588958740234375,1
98,43.02302551269531,1
99,44.13087844848633,1
100,37.96192169189453,1
101,41.936668395996094,1
102,44.819427490234375,1
103,42.89525604248047,1
104,36.7203483581543,1
105,40.7481689453125,1
106,45.56294250488281,1
107,45.29058074951172,1
108,44.39027786254883,1
109,39.27867889404297,1
110,37.46928024291992,1
111,44.67523956298828,1
112,42.74249267578125,1
113,41.91057205200195,1
114,41.10285186767578,1
115,43.56659698486328,1
116,42.88086700439453,1
117,42.70521545410156,1
118,44.54657745361328,1
119,42.908912658691406,1
120,45.41606903076172,1
121,33.00614929199219,1
122,39.50376510620117,1
123,22.36557388305664,0
124,42.81352233886719,1
125,36.21034240722656,1
126,41.34131622314453,1
127,39.62442398071289,1
128,39.976776123046875,1
129,43.30396270751953,1
130,43.094337463378906,1
131,40.14055252075195,1
132,32.14226531982422,1
133,44.7906494140625,1
134,40.708892822265625,1
135,38.47118377685547,1
136,37.79220199584961,1
137,41.09281921386719,1
138,40.82124710083008,1
139,39.39231491088867,1
140,39.97444534301758,1
141,40.51824951171875,1
142,38.972923278808594,1
143,45.687923431396484,1
144,41.70252990722656,1
145,41.22265625,1
146,39.22565460205078,1
147,40.08539581298828,1
148,40.21269989013672,1
149,38.30311965942383,1
150,41.783790588378906,1
151,42.93504333496094,1
152,43.52836608886719,1
153,40.22554016113281,1
154,43.258663177490234,1
155,43.3776969909668,1
156,39.853179931640625,1
157,37.803375244140625,1
158,39.58543395996094,1
159,41.4947395324707,1
160,42.012882232666016,1
161,38.913002014160156,1
162,36.893638610839844,1
163,41.4536018371582,1
164,40.71692657470703,1
165,41.72102355957031,1
166,41.90691375732422,1
167,41.71022415161133,1
168,44.52130889892578,1
169,41.747440338134766,1
170,39.78282928466797,1
171,43.114036560058594,1
172,43.91913986206055,1
173,40.318172454833984,1
174,42.59898376464844,1
175,39.36968994140625,1
176,36.33745574951172,1
177,40.10472106933594,1
178,41.672142028808594,1
179,38.59333038330078,1
180,41.38544464111328,1
181,43.118247985839844,1
182,43.048301696777344,1
183,37.14667510986328,1
184,48.516075134277344,1
185,16.329038619995117,1
186,45.66983413696289,1
187,46.70708465576172,1
188,38.757347106933594,1
189,45.26667022705078,1
190,39.5410270690918,1
191,35.25446701049805,0
192,36.41802978515625,0
193,41.766090393066406,1
194,45.906776428222656,1
195,36.883766174316406,1
196,43.56462478637695,1
197,47.27098083496094,1
198,44.985191345214844,1
199,41.86992263793945,1
