idx,projection,refused
0,29.51303482055664,1
1,34.002010345458984,1
2,24.510143280029297,1
3,32.146888732910156,1
4,31.76111602783203,1
5,25.075706481933594,1
6,29.167919158935547,1
7,26.91471290588379,1
8,30.11440658569336,1
9,18.429645538330078,1
10,32.2490348815918,1
11,25.700225830078125,1
12,24.16935157775879,1
13,29.808704376220703,1
14,29.600685119628906,1
15,27.685012817382812,1
16,30.373973846435547,1
17,33.04642868041992,1
18,30.223461151123047,1
19,25.75171661376953,1
20,26.9970760345459,1
21,20.849056243896484,1
22,27.25732421875,1
23,24.642234802246094,1
24,26.333147048950195,1
25,19.370956420898438,1
26,16.939083099365234,1
27,21.214616775512695,1
28,34.230255126953125,1
29,30.019529342651367,1
30,29.823486328125,1
31,18.367752075195312,1
32,25.109994888305664,1
33,31.62967300415039,1
34,31.831342697143555,1
35,22.788768768310547,1
36,25.42964744567871,1
37,32.15768814086914,1
38,31.66510581970215,1
39,17.833982467651367,1
40,25.859636306762695,1
41,26.786314010620117,1
42,33.3535270690918,1
43,25.37445640563965,1
44,27.404415130615234,1
45,20.87392807006836,1
46,31.265365600585938,1
47,30.54882049560547,1
48,29.671369552612305,1
49,26.039419174194336,1
50,33.69601058959961,1
51,31.989700317382812,1
52,22.594985961914062,0
53,30.076080322265625,1
54,31.633785247802734,1
55,27.253374099731445,1
56,30.11639404296875,1
57,24.309232711791992,1
58,24.482946395874023,1
59,31.04552459716797,1
60,31.246192932128906,1
61,25.7010498046875,1
62,25.261180877685547,1
63,30.08942413330078,1
64,30.27602767944336,1
65,18.627166748046875,1
66,32.83253860473633,1
67,27.663898468017578,1
68,30.50196075439453,1
69,32.63021469116211,1
70,34.35696029663086,1
71,32.05409622192383,1
72,17.993682861328125,1
73,30.266071319580078,1
74,24.762557983398438,1
75,27.48638153076172,1
76,32.68928527832031,1
77,27.809162139892578,1
78,30.498926162719727,1
79,28.205625534057617,1
80,29.824295043945312,1
81,27.929447174072266,1
82,33.58673095703125,1
83,31.884729385375977,1
84,24.7838077545166,1
85,30.064865112304688,1
86,31.059310913085938,1
87,29.60462188720703,1
88,30.104625701904297,1
89,31.8120059967041,1
90,24.760480880737305,1
91,26.441944122314453,1
92,28.46942138671875,1
93,30.88762664794922,1
94,24.760406494140625,1
95,30.99623680114746,1
96,22.695655822753906,1
97,19.22346305847168,1
98,29.185447692871094,1
99,29.486032485961914,1
100,25.1026611328125,1
101,31.212177276611328,1
102,31.29661750793457,1
103,29.712474822998047,1
104,26.642934799194336,1
105,30.609500885009766,1
106,31.271446228027344,1
107,33.196746826171875,1
108,31.169944763183594,1
109,27.67931365966797,1
110,22.669092178344727,1
111,32.867103576660156,1
112,32.07661819458008,1
113,31.121932983398438,1
114,28.70181655883789,1
115,29.152359008789062,1
116,28.454097747802734,1
117,28.559673309326172,1
118,30.59825325012207,1
119,33.36320495605469,1
120,29.661548614501953,1
121,17.827713012695312,1
122,20.835229873657227,1
123,17.248510360717773,0
124,33.54454040527344,1
125,18.86151123046875,0
126,33.15774917602539,1
127,27.551660537719727,1
128,27.172435760498047,1
129,31.07837677001953,1
130,30.069604873657227,1
131,26.404163360595703,1
132,20.241321563720703,1
133,33.36444091796875,1
134,21.61425018310547,1
135,25.082244873046875,1
136,23.463329315185547,1
137,26.878738403320312,1
138,32.399749755859375,1
139,29.732261657714844,1
140,29.06610107421875,1
141,31.515247344970703,1
142,26.81068992614746,1
143,31.857528686523438,1
144,30.19727325439453,1
145,31.960277557373047,1
146,25.894004821777344,1
147,29.055849075317383,1
148,28.04784393310547,1
149,21.499210357666016,1
150,30.930524826049805,1
151,29.689815521240234,1
152,33.53168869018555,1
153,33.096527099609375,1
154,33.932373046875,1
155,28.568683624267578,1
156,27.69710922241211,1
157,26.082290649414062,1
158,26.05585479736328,1
159,30.81224250793457,1
160,31.91242027282715,1
161,22.027599334716797,1
162,21.573488235473633,1
163,25.16054344177246,1
164,28.6568603515625,1
165,32.718223571777344,1
166,23.915498733520508,1
167,27.446441650390625,1
168,32.89916229248047,1
169,28.640668869018555,1
170,23.116098403930664,1
171,21.551502227783203,1
172,32.724578857421875,1
173,28.354778289794922,1
174,28.78643035888672,1
175,28.561798095703125,1
176,22.50852394104004,1
177,28.62905502319336,1
178,28.00463104248047,1
179,29.168167114257812,1
180,31.194929122924805,1
181,27.471580505371094,1
182,28.96843719482422,1
183,29.60672378540039,1
184,32.257728576660156,1
185,12.212956428527832,0
186,33.008480072021484,1
187,32.153778076171875,1
188,24.948287963867188,1
189,29.026123046875,1
190,23.470720291137695,1
191,25.26653289794922,1
192,25.180627822875977,1
193,32.39664077758789,1
194,32.77520751953125,1
195,20.76346206665039,1
196,28.76598358154297,1
197,34.11104965209961,1
198,27.854551315307617,1
199,33.41161346435547,1
