idx,projection,refused
0,2.4444022178649902,1
1,2.5608904361724854,1
2,2.0212204456329346,1
3,2.7843925952911377,1
4,2.7442679405212402,1
5,2.4726545810699463,1
6,2.8872005939483643,1
7,2.8555877208709717,1
8,2.5123462677001953,1
9,2.381655216217041,1
10,2.559668779373169,1
11,1.8300803899765015,0
12,3.1647589206695557,1
13,2.744475841522217,1
14,3.154797315597534,1
15,2.346447229385376,1
16,2.670649528503418,1
17,2.460209846496582,1
18,3.0188026428222656,1
19,2.666599750518799,1
20,2.2030224800109863,1
21,2.5407326221466064,1
22,3.4604105949401855,1
23,2.394148349761963,1
24,2.933509111404419,1
25,1.9406524896621704,1
26,1.4996241331100464,0
27,2.5409953594207764,1
28,2.684464454650879,1
29,2.41900372505188,1
30,2.904387950897217,1
31,1.588617205619812,1
32,3.0620241165161133,1
33,2.6481399536132812,1
34,3.1816160678863525,1
35,2.5804526805877686,1
36,2.5033907890319824,1
37,2.3774492740631104,1
38,2.3128857612609863,1
39,1.7222912311553955,0
40,2.3802449703216553,1
41,2.5258233547210693,1
42,2.2037715911865234,1
43,1.697056770324707,1
44,2.701850652694702,1
45,2.238137722015381,1
46,2.5623559951782227,1
47,2.619840145111084,1
48,2.76800799369812,1
49,2.2720093727111816,1
50,2.1462955474853516,1
51,3.179375410079956,1
52,1.9030760526657104,1
53,2.145151376724243,1
54,2.8065760135650635,1
55,2.1854419708251953,1
56,3.1140952110290527,1
57,2.3779869079589844,1
58,1.736098051071167,1
59,2.443457841873169,1
60,2.4752023220062256,1
61,2.785132884979248,1
62,2.25352144241333,0
63,3.086362838745117,1
64,2.5810890197753906,1
65,2.6557846069335938,1
66,2.963726758956909,1
67,2.6271748542785645,1
68,2.351020336151123,1
69,2.470113754272461,1
70,2.721346855163574,1
71,3.069368839263916,1
72,1.8819844722747803,1
73,2.6483354568481445,1
74,2.7769775390625,1
75,2.3102569580078125,1
76,2.9641427993774414,1
77,2.4890127182006836,1
78,2.725074291229248,1
79,2.281635284423828,1
80,2.276583194732666,1
81,2.78128981590271,1
82,2.9120211601257324,1
83,2.4402542114257812,1
84,2.7782704830169678,1
85,2.16743803024292,1
86,2.5525920391082764,1
87,2.916733741760254,1
88,3.0188565254211426,1
89,2.538952350616455,1
90,2.314282178878784,1
91,2.3366711139678955,1
92,2.7354068756103516,1
93,2.3954713344573975,1
94,1.8595142364501953,1
95,2.6511802673339844,1
96,2.086744785308838,1
97,1.7199037075042725,1
98,3.084167957305908,1
99,3.198169708251953,1
100,2.1939830780029297,1
101,2.7117526531219482,1
102,2.8908119201660156,1
103,2.972667694091797,1
104,1.9574708938598633,1
105,2.7382209300994873,1
106,2.497915267944336,1
107,2.5884287357330322,1
108,2.739849805831909,1
109,2.765130043029785,1
110,1.948806643486023,1
111,3.048797607421875,1
112,2.7508461475372314,1
113,2.306171178817749,1
114,2.6952104568481445,1
115,3.0076794624328613,1
116,2.646383285522461,1
117,2.9188520908355713,1
118,3.1937472820281982,1
119,2.906550407409668,1
120,2.272181749343872,0
121,1.768117070198059,0
122,3.4967150688171387,1
123,1.29697847366333,0
124,2.5907750129699707,1
125,1.3917278051376343,1
126,2.90494704246521,1
127,2.940159797668457,1
128,2.454160690307617,1
129,3.1830801963806152,1
130,3.1086535453796387,1
131,2.06569766998291,1
132,2.2564985752105713,1
133,2.4191999435424805,1
134,1.721515417098999,0
135,2.506190061569214,1
136,2.5580787658691406,1
137,2.99172306060791,1
138,3.2532808780670166,1
139,1.9428932666778564,1
140,2.65098237991333,1
141,2.811147689819336,1
142,2.7893526554107666,1
143,2.742063045501709,1
144,2.6213018894195557,1
145,2.5080575942993164,1
146,2.3117048740386963,1
147,2.9892120361328125,1
148,2.188584804534912,1
149,2.448561906814575,1
150,2.733464241027832,1
151,2.6774497032165527,1
152,2.223097324371338,1
153,2.8958358764648438,1
154,3.1580095291137695,1
155,3.1156017780303955,1
156,2.2892868518829346,1
157,2.8174290657043457,1
158,2.767263889312744,1
159,2.097322702407837,1
160,2.6467032432556152,1
161,1.7988485097885132,1
162,2.415424108505249,1
163,2.872468948364258,1
164,2.633493423461914,1
165,2.7940220832824707,1
166,1.6328376531600952,1
167,2.852498769760132,1
168,2.737607955932617,1
169,1.9794089794158936,1
170,2.561800241470337,1
171,3.402921199798584,1
172,2.8803462982177734,1
173,2.2450644969940186,1
174,2.6398913860321045,1
175,2.941375732421875,1
176,2.152147054672241,1
177,2.2860782146453857,1
178,2.4159128665924072,1
179,2.506998062133789,1
180,2.802027702331543,1
181,2.8344533443450928,1
182,3.049375534057617,1
183,2.7590553760528564,1
184,2.7166566848754883,1
185,1.0446345806121826,0
186,2.801771640777588,1
187,2.720452308654785,1
188,2.4249324798583984,1
189,3.262411594390869,1
190,1.7141668796539307,1
191,1.9393028020858765,0
192,1.4779646396636963,1
193,1.9660453796386719,1
194,2.727438449859619,1
195,2.2475805282592773,1
196,2.4697911739349365,1
197,2.899059772491455,1
198,2.073704242706299,1
199,2.1267287731170654,1
